======== PARAMETER AKTIF ========
Setpoint    : 25.0g
- Zona 1 Besar (eNorm >50%) -
  Kp1=1.65  Ki1=3.088  Kd1=0.279
- Zona 2 Sedang (15-50%) -
  Kp2=2.30  Ki2=0.753  Kd2=0.563
- Zona 3 Kecil (<=15%) -
  Kp3=2.50  Ki3=0.181  Kd3=0.030
- Sistem -
  SUDUT_MIN : 20deg
  SUDUT_BUKA: 40deg
  EARLY_STOP: SP - 0.40g
  STOP saat : 24.60g
  HAMMER_TH : error > 3.0g
=================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Gain Scheduling PID
TrialNo: 8
Setpoint_g: 25.00
EarlyStop_g: 0.40
StopTarget_g: 24.60
Z1_Rule: eNorm_gt_50
Z1_Kp: 1.650
Z1_Ki: 3.088
Z1_Kd: 0.279
Z1_IntMax: 15.00
Z2_Rule: 15_lt_eNorm_le_50
Z2_Kp: 2.300
Z2_Ki: 0.753
Z2_Kd: 0.563
Z2_IntMax: 30.00
Z3_Rule: eNorm_le_15_or_abs_error_le_2g
Z3_Kp: 2.500
Z3_Ki: 0.181
Z3_Kd: 0.030
Z3_IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,flow_gps,bridging_count
Z2_IntMax: 30.00
Z3_Kp: 2.500
Z3_Ki: 0.181
Z3_Kd: 0.030
Z3_IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
FinalMass_g: 25.45
FinalError_g: 0.45
FinalError_pct: 1.79
Duration_ms: 26734
Duration_s: 26.73
TimeTo90_ms: 23205
RiseTime_10_90_ms: 22471
TimeToTolerance_ms: 23721
SettlingTime_ms: 23721
SettlingTol_pct: 5.00
SettlingTol_g: 1.25
MaxMass_g: 25.45
MaxOvershoot_g: 0.45
MaxOvershoot_pct: 1.79
BridgingCount: 0
ZonaHit_Z1: 43
ZonaHit_Z2: 39
ZonaHit_Z3: 16
Status: AKURAT
Valid: TRUE
StopReason: TARGET
=== TRIAL END ===
--------------------------------------------
r=reset | g=ulangi | c=parameter
